r,g,b,path,material
240,80,112,"Grime/Decal_Water_01_305_1","Decal_Water_01"
16,112,112,"Grime/Decal_Water_01_517_1","Decal_Water_01"
48,112,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
80,112,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,112,112,"Props_3F/prop_wheelchair/Cylinder.005","WC_Metal"
144,112,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,112,112,"Grime/Decal_Water_01_522_-1","Decal_Water_01"
208,112,112,"Grime/Decal_Mold_01_75_1","Decal_Mold_01"
240,112,112,"Grime/Decal_Mold_02_131_1","Decal_Mold_02"
16,144,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,144,112,"Grime/Decal_Water_01_258_-1","Decal_Water_01"
80,144,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,144,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,144,112,"Grime/Decal_Mold_02_309_1","Decal_Mold_02"
176,144,112,"Grime/Decal_Water_01_143_1","Decal_Water_01"
208,144,112,"Props_3F/prop_stretcher/S_Top","StretcherFabric"
240,144,112,"Grime/Decal_Water_01_572_-1","Decal_Water_01"
16,176,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,176,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,176,112,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,176,112,"Grime/Decal_Blood_01_434_-1","Decal_Blood_01"
144,176,112,"IsoRoom_L3_BarV2","Lit"
176,176,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,176,112,"ExtraProps_3F/Ext_3F_L/Nozzle","Prop_ExtMetal"
240,176,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,208,112,"Grime/Decal_Mold_02_306_-1","Decal_Mold_02"
48,208,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,208,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,208,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
144,208,112,"Grime/Decal_Water_01_281_1","Decal_Water_01"
176,208,112,"Grime/Decal_Mold_01_4_-1","Decal_Mold_01"
208,208,112,"Grime/Decal_Water_01_0_-1","Decal_Water_01"
240,208,112,"Grime/Decal_Water_01_331_1","Decal_Water_01"
16,240,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
48,240,112,"Grime/Decal_Scratch_01_301_1","Decal_Scratch_01"
80,240,112,"PackProps_3F/Bedding_3F_0/SM_Bed_01_S","Mat_Bed_Metal_01s"
112,240,112,"Props_3F/prop_wheelchair/Cylinder.013","WC_Metal"
144,240,112,"Grime/Decal_Water_01_181_1","Decal_Water_01"
176,240,112,"Grime/Decal_Mold_01_16_-1","Decal_Mold_01"
208,240,112,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,240,112,"Grime/Decal_Water_01_228_-1","Decal_Water_01"
16,16,144,"Decals_3F/Water_3F","Decal_Water_01"
48,16,144,"Decals_3F/Blood_3F_b","Decal_Blood_02"
80,16,144,"IsoRoom_R4_BarH2","Lit"
112,16,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,16,144,"Grime/Decal_Mold_01_274_-1","Decal_Mold_01"
176,16,144,"Grime/Decal_Scratch_01_123_1","Decal_Scratch_01"
208,16,144,"Grime/Decal_Mold_02_177_1","Decal_Mold_02"
240,16,144,"Grime/Decal_Mold_01_344_-1","Decal_Mold_01"
16,48,144,"Grime/Decal_Water_01_45_1","Decal_Water_01"
48,48,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,48,144,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,48,144,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,48,144,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,48,144,"Grime/Decal_Scratch_01_71_1","Decal_Scratch_01"
208,48,144,"Grime/Decal_Mold_02_565_1","Decal_Mold_02"
240,48,144,"Grime/Decal_Mold_01_374_-1","Decal_Mold_01"
16,80,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,80,144,"Grime/Decal_Mold_02_121_1","Decal_Mold_02"
80,80,144,"IsoRoom_L1_BarV1","Lit"
112,80,144,"Grime/Decal_Scratch_01_567_1","Decal_Scratch_01"
144,80,144,"IsoRoom_L4_BarH2","Lit"
176,80,144,"Grime/Decal_Scratch_01_32_-1","Decal_Scratch_01"
208,80,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,80,144,"PackProps_3F/Bedding_3F_6/SM_Bed_01_Base","Mat_Bed_Metal_01"
16,112,144,"Props_3F/prop_wheelchair/Cylinder.008","WC_Metal"
48,112,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,112,144,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,112,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,112,144,"Grime/Decal_Water_01_379_1","Decal_Water_01"
176,112,144,"Grime/Decal_Mold_02_24_-1","Decal_Mold_02"
208,112,144,"Grime/Decal_Water_01_323_1","Decal_Water_01"
240,112,144,"Grime/Decal_Mold_01_585_1","Decal_Mold_01"
16,144,144,"Grime/Decal_Scratch_01_248_-1","Decal_Scratch_01"
48,144,144,"Props_3F/prop_fluorescent_broken/PackLamp/Box001","Mat_Lamp"
80,144,144,"Grime/Decal_Scratch_01_294_-1","Decal_Scratch_01"
112,144,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,144,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,144,144,"Grime/Decal_Mold_02_286_-1","Decal_Mold_02"
208,144,144,"Grime/Decal_Mold_01_132_-1","Decal_Mold_01"
240,144,144,"Grime/Decal_Scratch_01_56_-1","Decal_Scratch_01"
16,176,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,176,144,"IsoRoom_R4_BarH1","Lit"
80,176,144,"Grime/Decal_Scratch_01_102_-1","Decal_Scratch_01"
112,176,144,"Grime/Decal_Mold_02_90_-1","Decal_Mold_02"
144,176,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,176,144,"Grime/Decal_Water_01_182_-1","Decal_Water_01"
208,176,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,176,144,"Props_3F/prop_stretcher/S_Caster0.30.85","StretcherRust"
16,208,144,"Grime/Decal_Mold_01_51_1","Decal_Mold_01"
48,208,144,"Grime/Decal_Mold_01_230_-1","Decal_Mold_01"
80,208,144,"Grime/Decal_Scratch_01_122_-1","Decal_Scratch_01"
112,208,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,208,144,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
176,208,144,"Grime/Decal_Scratch_01_2_-1","Decal_Scratch_01"
208,208,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,208,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,240,144,"Grime/Decal_Water_01_318_-1","Decal_Water_01"
48,240,144,"Grime/Decal_Water_01_48_-1","Decal_Water_01"
80,240,144,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,240,144,"PackProps_3F/Bed_3F_6/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,240,144,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
176,240,144,"Grime/Decal_Mold_01_233_1","Decal_Mold_01"
208,240,144,"Props_3F/prop_fluorescent_loose/FL_Cover_Hang","FL_Cover"
240,240,144,"Grime/Decal_Blood_01_444_-1","Decal_Blood_01"
16,16,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,16,176,"Grime/Decal_Water_01_178_-1","Decal_Water_01"
80,16,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,16,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,16,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,16,176,"Grime/Decal_Mold_02_461_1","Decal_Mold_02"
208,16,176,"Grime/Decal_Scratch_01_503_1","Decal_Scratch_01"
240,16,176,"PackProps_3F/Bed_3F_10/SM_Bed_01_S","Mat_Bed_Metal_01s"
16,48,176,"Grime/Decal_Mold_02_40_-1","Decal_Mold_02"
48,48,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
80,48,176,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,48,176,"Grime/Decal_Scratch_01_78_-1","Decal_Scratch_01"
144,48,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,48,176,"Grime/Decal_Mold_02_495_1","Decal_Mold_02"
208,48,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,48,176,"Grime/Decal_Scratch_01_364_-1","Decal_Scratch_01"
16,80,176,"Grime/Decal_Scratch_01_23_1","Decal_Scratch_01"
48,80,176,"Grime/Decal_Water_01_437_1","Decal_Water_01"
80,80,176,"Grime/Decal_Water_01_199_1","Decal_Water_01"
112,80,176,"Grime/Decal_Blood_01_46_-1","Decal_Blood_01"
144,80,176,"Grime/Decal_Water_01_77_1","Decal_Water_01"
176,80,176,"Grime/Decal_Mold_02_94_-1","Decal_Mold_02"
208,80,176,"Props_3F/prop_stretcher/S_Frame_-0.35","StretcherMetal"
240,80,176,"Grime/Decal_Scratch_01_489_1","Decal_Scratch_01"
16,112,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,112,176,"Grime/Decal_Mold_02_534_-1","Decal_Mold_02"
80,112,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
112,112,176,"Props_3F/prop_wheelchair/Cylinder.013","WC_Metal"
144,112,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,112,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,112,176,"Grime/Decal_Scratch_01_243_1","Decal_Scratch_01"
240,112,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,144,176,"PackArch_3F/P_Wall_02/Tile02","Mat_Tile02"
48,144,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
80,144,176,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,144,176,"Grime/Decal_Scratch_01_321_1","Decal_Scratch_01"
144,144,176,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
176,144,176,"Grime/Decal_Mold_01_398_-1","Decal_Mold_01"
208,144,176,"Grime/Decal_Water_01_168_-1","Decal_Water_01"
240,144,176,"Grime/Decal_Blood_02_443_1","Decal_Blood_02"
16,176,176,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
48,176,176,"PackProps_3F/Bed_3F_6/SM_Bed_01_S","Mat_Bed_Metal_01s"
80,176,176,"Grime/Decal_Water_01_44_-1","Decal_Water_01"
112,176,176,"ExtraProps_3F/Ext_3F_L/Bracket","Prop_ExtMetal"
144,176,176,"Decals_3F/Blood_3F_c","Decal_Blood_01"
176,176,176,"PackProps_3F/Bedding_3F_5/SM_BedBedding_01","M_BedBedding"
208,176,176,"Grime/Decal_Scratch_01_236_-1","Decal_Scratch_01"
240,176,176,"Grime/Decal_Mold_02_282_-1","Decal_Mold_02"
16,208,176,"Grime/Decal_Water_01_67_1","Decal_Water_01"
48,208,176,"Grime/Decal_Mold_02_130_-1","Decal_Mold_02"
80,208,176,"Grime/Decal_Scratch_01_242_-1","Decal_Scratch_01"
112,208,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,208,176,"Grime/Decal_Mold_02_460_-1","Decal_Mold_02"
176,208,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,208,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,208,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
16,240,176,"PackProps_3F/Bedding_3F_10/SM_Bed_01_Base","Mat_Bed_Metal_01"
48,240,176,"Grime/Decal_Blood_02_18_-1","Decal_Blood_02"
80,240,176,"Props_3F/prop_fluorescent_broken/FL_Cover_R","BrokenGlass"
112,240,176,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
144,240,176,"Props_3F/prop_wheelchair/WC_Seat","WC_Seat"
176,240,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,240,176,"Grime/Decal_Mold_02_216_-1","Decal_Mold_02"
240,240,176,"Props_3F/prop_wheelchair/Cylinder.015","WC_Metal"
16,16,208,"Grime/Decal_Mold_02_335_1","Decal_Mold_02"
48,16,208,"PackArch_3F/P_Wall_02/Tile02","Mat_Tile02"
80,16,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,16,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,16,208,"PackProps_3F/Bedding_3F_9/SM_Bed_01_S","Mat_Bed_Metal_01s"
176,16,208,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
208,16,208,"Grime/Decal_Scratch_01_237_1","Decal_Scratch_01"
240,16,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,48,208,"Grime/Decal_Mold_02_563_1","Decal_Mold_02"
48,48,208,"ExtraProps_3F/Paper_3F_B","Prop_PaperFlat"
80,48,208,"Grime/Decal_Blood_02_97_1","Decal_Blood_02"
112,48,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
144,48,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,48,208,"Grime/Decal_Mold_02_200_-1","Decal_Mold_02"
208,48,208,"Grime/Decal_Scratch_01_10_-1","Decal_Scratch_01"
240,48,208,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,80,208,"Grime/Decal_Water_01_513_1","Decal_Water_01"
48,80,208,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
80,80,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,80,208,"PackProps_3F/Bedding_3F_6/SM_BedBedding_01","M_BedBedding"
144,80,208,"Props_3F/prop_wheelchair/WC_Foot_R","WC_Metal"
176,80,208,"PackProps_3F/Bedding_3F_7/SM_BedBedding_01","M_BedBedding"
208,80,208,"PackArch_3F/P_Wall_02/Wall_02","Mat_Walllime01_C"
240,80,208,"Grime/Decal_Mold_02_333_1","Decal_Mold_02"
16,112,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,112,208,"Grime/Decal_Mold_02_154_-1","Decal_Mold_02"
80,112,208,"Grime/Decal_Water_01_100_-1","Decal_Water_01"
112,112,208,"Grime/Decal_Scratch_01_530_-1","Decal_Scratch_01"
144,112,208,"Grime/Decal_Blood_01_382_-1","Decal_Blood_01"
176,112,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,112,208,"Grime/Decal_Scratch_01_481_1","Decal_Scratch_01"
240,112,208,"Grime/Decal_Mold_01_478_-1","Decal_Mold_01"
16,144,208,"Grime/Decal_Water_01_459_1","Decal_Water_01"
48,144,208,"Grime/Decal_Mold_02_201_1","Decal_Mold_02"
80,144,208,"Grime/Decal_Scratch_01_371_1","Decal_Scratch_01"
112,144,208,"ExtraProps_3F/Ext_3F_R/Body","Prop_ExtRed"
144,144,208,"Grime/Decal_Water_01_342_-1","Decal_Water_01"
176,144,208,"Grime/Decal_Water_01_225_1","Decal_Water_01"
208,144,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,144,208,"Grime/Decal_Water_01_169_1","Decal_Water_01"
16,176,208,"Grime/Decal_Mold_02_150_-1","Decal_Mold_02"
48,176,208,"Grime/Decal_Blood_01_435_1","Decal_Blood_01"
80,176,208,"Grime/Decal_Water_01_507_1","Decal_Water_01"
112,176,208,"Grime/Decal_Blood_02_213_1","Decal_Blood_02"
144,176,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,176,208,"Grime/Decal_Mold_01_110_-1","Decal_Mold_01"
208,176,208,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,176,208,"Grime/Decal_Water_01_172_-1","Decal_Water_01"
16,208,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,208,208,"Grime/Decal_Mold_01_156_-1","Decal_Mold_01"
80,208,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,208,208,"Grime/Decal_Mold_01_126_-1","Decal_Mold_01"
144,208,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,208,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,208,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,208,208,"Grime/Decal_Scratch_01_61_1","Decal_Scratch_01"
16,240,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,240,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,240,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,240,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,240,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,240,208,"Grime/Decal_Mold_01_114_-1","Decal_Mold_01"
208,240,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,240,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,16,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,16,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,16,240,"Grime/Decal_Mold_01_148_-1","Decal_Mold_01"
112,16,240,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,16,240,"Grime/Decal_Blood_01_39_1","Decal_Blood_01"
176,16,240,"Grime/Decal_Mold_02_487_1","Decal_Mold_02"
208,16,240,"Grime/Decal_Mold_01_337_1","Decal_Mold_01"
240,16,240,"Grime/Decal_Mold_01_105_1","Decal_Mold_01"
16,48,240,"Props_3F/prop_wheelchair/WC_Foot_L","WC_Metal"
48,48,240,"Grime/Decal_Mold_02_428_-1","Decal_Mold_02"
80,48,240,"PackProps_3F/Bedding_3F_1/SM_Bed_01_S","Mat_Bed_Metal_01s"
112,48,240,"Grime/Decal_Scratch_01_135_1","Decal_Scratch_01"
144,48,240,"ExtraProps_3F/Ext_3F_L/Hose1","Prop_ExtMetal"
176,48,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,48,240,"ExtraProps_3F/Ext_3F_L/Label","Prop_ExtLabel"
240,48,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,80,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,80,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,80,240,"Grime/Decal_Scratch_01_556_-1","Decal_Scratch_01"
112,80,240,"Grime/Decal_Water_01_53_1","Decal_Water_01"
144,80,240,"Grime/Decal_Mold_01_464_-1","Decal_Mold_01"
176,80,240,"Grime/Decal_Mold_01_510_-1","Decal_Mold_01"
208,80,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,80,240,"Grime/Decal_Water_01_409_1","Decal_Water_01"
16,112,240,"Grime/Decal_Scratch_01_453_1","Decal_Scratch_01"
48,112,240,"ExtraProps_3F/Ext_3F_R/Lever","Prop_ExtMetal"
80,112,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,112,240,"Grime/Decal_Mold_01_204_-1","Decal_Mold_01"
144,112,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,112,240,"Grime/Decal_Mold_01_528_-1","Decal_Mold_01"
208,112,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,112,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
16,144,240,"PackProps_3F/Bed_3F_8/SM_Bed_01_S","Mat_Bed_Metal_01s"
48,144,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,144,240,"Grime/Decal_Water_01_101_1","Decal_Water_01"
112,144,240,"Grime/Decal_Mold_01_31_1","Decal_Mold_01"
144,144,240,"PackArch_3F/P_Wall_02/Wall_02","Mat_Walllime01_C"
176,144,240,"Grime/Decal_Water_01_28_-1","Decal_Water_01"
208,144,240,"Grime/Decal_Water_01_577_1","Decal_Water_01"
240,144,240,"Grime/Decal_Water_01_171_1","Decal_Water_01"
16,176,240,"Props_3F/prop_wheelchair/Cylinder.010","WC_Metal"
48,176,240,"Props_3F/prop_wheelchair/Torus.003","WC_Tire"
80,176,240,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
112,176,240,"Grime/Decal_Mold_01_232_-1","Decal_Mold_01"
144,176,240,"Grime/Decal_Scratch_01_22_-1","Decal_Scratch_01"
176,176,240,"Grime/Decal_Mold_01_240_-1","Decal_Mold_01"
208,176,240,"Grime/Decal_Water_01_436_-1","Decal_Water_01"
240,176,240,"Grime/Decal_Water_01_267_1","Decal_Water_01"
16,208,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,208,240,"PackProps_3F/Bed_3F_3/SM_Bed_01_S","Mat_Bed_Metal_01s"
80,208,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,208,240,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,208,240,"Grime/Decal_Water_01_463_1","Decal_Water_01"
176,208,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
208,208,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,208,240,"Grime/Decal_Scratch_01_300_-1","Decal_Scratch_01"
16,240,240,"Grime/Decal_Water_01_353_1","Decal_Water_01"
48,240,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,240,240,"Grime/Decal_Scratch_01_268_-1","Decal_Scratch_01"
112,240,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,240,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,240,240,"Grime/Decal_Water_01_153_1","Decal_Water_01"
208,240,240,"Props_3F/prop_wheelchair/Cylinder.011","WC_Metal"
240,240,240,"ExtraProps_3F/Ext_3F_R/Hose2","Prop_ExtMetal"
16,16,16,"Decals_3F/Graf_Tasukete","Decal_Tasukete"
48,16,16,"IsoRoom_L1_BarV2","Lit"
80,16,16,"Grime/Decal_Water_01_496_-1","Decal_Water_01"
112,16,16,"Grime/Decal_Mold_02_41_1","Decal_Mold_02"
144,16,16,"ExtraProps_3F/Ext_3F_R/Label","Prop_ExtLabel"
176,16,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
208,16,16,"Grime/Decal_Water_01_207_1","Decal_Water_01"
240,16,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,48,16,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
48,48,16,"Grime/Decal_Scratch_01_524_-1","Decal_Scratch_01"
80,48,16,"Grime/Decal_Water_01_340_-1","Decal_Water_01"
112,48,16,"Grime/Decal_Water_01_329_1","Decal_Water_01"
144,48,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
176,48,16,"Props_3F/prop_wheelchair/WC_Seat","WC_Seat"
208,48,16,"Grime/Decal_Blood_01_392_-1","Decal_Blood_01"
240,48,16,"Grime/Decal_Blood_01_86_-1","Decal_Blood_01"
16,80,16,"Props_3F/prop_fluorescent_broken/FL_Frame","FL_Metal"
48,80,16,"Grime/Decal_Water_01_512_-1","Decal_Water_01"
80,80,16,"Props_3F/prop_wheelchair/Cylinder.012","WC_Metal"
112,80,16,"Grime/Decal_Water_01_424_-1","Decal_Water_01"
144,80,16,"Grime/Decal_Mold_01_197_1","Decal_Mold_01"
176,80,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,80,16,"Grime/Decal_Mold_02_128_-1","Decal_Mold_02"
240,80,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,112,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
48,112,16,"PackProps_3F/Bedding_3F_2/SM_Bed_01_Base","Mat_Bed_Metal_01"
80,112,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,112,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,112,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,112,16,"Grime/Decal_Scratch_01_380_-1","Decal_Scratch_01"
208,112,16,"Grime/Decal_Mold_02_564_-1","Decal_Mold_02"
240,112,16,"Props_3F/prop_fluorescent_loose/FL_Frame","FL_Metal"
16,144,16,"Grime/Decal_Blood_02_219_1","Decal_Blood_02"
48,144,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,144,16,"Grime/Decal_Mold_02_535_1","Decal_Mold_02"
112,144,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,144,16,"Grime/Decal_Water_01_317_1","Decal_Water_01"
176,144,16,"Grime/Decal_Blood_01_555_1","Decal_Blood_01"
208,144,16,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,144,16,"Grime/Decal_Water_01_412_-1","Decal_Water_01"
16,176,16,"Decals_3F/Mold_3F_a","Decal_Mold_01"
48,176,16,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
80,176,16,"Grime/Decal_Water_01_550_-1","Decal_Water_01"
112,176,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,176,16,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
176,176,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,176,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,176,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,208,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,208,16,"Grime/Decal_Water_01_98_-1","Decal_Water_01"
80,208,16,"ExtraProps_3F/Ext_3F_L/Valve","Prop_ExtMetal"
112,208,16,"Props_3F/prop_fluorescent_loose/FL_Wire","FL_Metal"
144,208,16,"Grime/Decal_Scratch_01_583_1","Decal_Scratch_01"
176,208,16,"Grime/Decal_Mold_02_494_-1","Decal_Mold_02"
208,208,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,208,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,240,16,"PackProps_3F/Bedding_3F_4/SM_Bed_01_S","Mat_Bed_Metal_01s"
48,240,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
80,240,16,"ExtraProps_3F/Ext_3F_R/Cap","Prop_ExtMetal"
112,240,16,"Props_3F/prop_wheelchair/Cylinder.012","WC_Metal"
144,240,16,"Props_3F/prop_wheelchair/Cylinder.006","WC_Metal"
176,240,16,"IsoRoom_R5_BarH1","Lit"
208,240,16,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,240,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,16,48,"Props_3F/prop_stretcher/S_Caster0.3-0.85","StretcherRust"
48,16,48,"Grime/Decal_Scratch_01_545_1","Decal_Scratch_01"
80,16,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
